TStamp Europe/Helsinki	Latitude [deg]	Longitude [deg]	Altitude [above WGS84]	Accuracy [m 68% confidence radius]	Speed [m/s]	Bearing [deg]
1515236909933	62,250825	25,675858	194,990506	8,000000	1,580167	157,265366
1515236910930	62,250796	25,675887	195,095048	8,000000	1,664977	159,785873
1515236911933	62,250769	25,675900	195,189844	8,000000	1,755052	158,748367
1515236912915	62,250747	25,675919	195,278626	8,000000	1,831185	155,720810
1515236913914	62,250722	25,675950	195,383812	8,000000	1,883757	156,549561
1515236914940	62,250702	25,675968	195,498974	8,000000	1,922278	159,375427
1515236915929	62,250687	25,675982	195,609807	12,000000	1,952967	157,996002
1515236916929	62,250662	25,676007	195,707496	12,000000	1,987286	154,871582
1515236917932	62,250644	25,676037	195,802729	12,000000	2,017074	154,177734
1515236918914	62,250618	25,676071	195,904849	12,000000	2,052430	167,112411
1515236919928	62,250595	25,676094	196,008357	12,000000	2,093031	166,213318
1515236920916	62,250565	25,676125	196,079872	12,000000	2,141835	164,561478
1515236921928	62,250532	25,676163	196,135156	12,000000	2,151726	152,474884
1515236922965	62,250515	25,676188	196,204541	12,000000	2,132263	155,362686
1515236923915	62,250497	25,676202	196,294244	12,000000	2,102263	159,723373
1515236924926	62,250488	25,676221	196,371399	12,000000	2,080772	157,690704
1515236925929	62,250480	25,676238	196,430705	12,000000	2,046746	163,498260
1515236926923	62,250449	25,676250	196,489201	12,000000	1,986829	163,000244
1515236927928	62,250423	25,676247	196,563788	12,000000	1,927464	168,826523
1515236928912	62,250419	25,676233	196,624219	12,000000	1,866438	168,247040
1515236929925	62,250398	25,676254	196,656887	12,000000	1,837901	167,834488
1515236930925	62,250363	25,676260	196,686855	12,000000	1,810135	173,182343
1515236931930	62,250348	25,676273	196,748899	12,000000	1,787954	174,028152
1515236932924	62,250309	25,676287	196,795008	12,000000	1,810686	169,436584
1515236933935	62,250268	25,676313	196,820300	12,000000	1,845563	170,074631
1515236934927	62,250252	25,676337	196,824763	12,000000	1,873860	187,880722
1515236935929	62,250224	25,676339	196,828280	12,000000	1,880651	182,314056
1515236936927	62,250203	25,676347	196,822572	12,000000	1,892256	178,108627
1515236937928	62,250174	25,676358	196,784738	12,000000	1,913490	177,598969
1515236938919	62,250142	25,676372	196,719525	12,000000	1,954685	176,865417
1515236939913	62,250108	25,676362	196,643918	12,000000	2,018452	180,518646
1515236940933	62,250073	25,676377	196,548842	12,000000	2,083638	179,718231
1515236941926	62,250040	25,676375	196,479761	12,000000	2,177209	177,195755
1515236942928	62,249992	25,676380	196,412606	12,000000	2,292266	174,898468
1515236943925	62,249932	25,676399	196,323454	12,000000	2,421565	175,377090
1515236944936	62,249887	25,676418	195,391172	12,000000	2,598286	175,536835
1515236945928	62,249846	25,676443	194,501872	12,000000	2,785583	175,334351
1515236946930	62,249794	25,676458	193,409003	12,000000	2,976393	173,074112
1515236947917	62,249742	25,676481	192,471237	12,000000	3,179476	171,191116
1515236948933	62,249665	25,676509	191,363594	12,000000	3,419050	170,927414
1515236949930	62,249609	25,676532	190,243687	12,000000	3,694801	169,970596
1515236950931	62,249557	25,676532	189,040290	12,000000	3,952666	163,100159
1515236951925	62,249483	25,676569	187,916420	12,000000	4,211146	166,848236
1515236952931	62,249405	25,676595	187,079400	12,000000	4,479618	173,669464
1515236953921	62,249366	25,676592	186,248544	12,000000	4,712837	172,807404
1515236954916	62,249339	25,676588	184,783514	16,000000	4,990133	167,899582
1515236955930	62,249278	25,676604	183,749380	16,000000	4,718971	167,768143
1515236956911	62,249209	25,676629	183,031626	12,000000	5,235220	165,500671
1515236957913	62,249149	25,676660	182,496898	12,000000	5,856286	160,434357
1515236958923	62,249088	25,676699	182,450400	12,000000	5,849231	156,547577
1515236959916	62,248983	25,676776	182,857518	12,000000	5,895641	155,652618
1515236960923	62,248933	25,676829	183,190286	8,000000	5,589135	157,296631
1515236961929	62,248892	25,676876	183,420122	8,000000	5,095976	157,588058
1515236962927	62,248858	25,676926	183,499463	8,000000	4,580212	151,005630
1515236963933	62,248819	25,676976	183,581391	8,000000	4,341225	148,871902
1515236964929	62,248785	25,677033	183,629720	6,000000	3,842599	140,176910
1515236965928	62,248759	25,677098	183,650443	6,000000	3,337052	131,351837
1515236966938	62,248736	25,677159	183,619101	6,000000	3,291893	133,766647
1515236967915	62,248713	25,677215	183,580994	6,000000	3,464031	134,200531
1515236968938	62,248683	25,677282	183,348209	6,000000	3,949436	131,701202
1515236969930	62,248653	25,677361	182,959216	6,000000	4,266614	131,169815
1515236970928	62,248621	25,677443	182,931059	8,000000	4,146299	131,176224
1515236971929	62,248592	25,677505	182,884330	8,000000	4,177207	132,116806
1515236972913	62,248565	25,677569	182,617952	8,000000	4,382625	130,785919
1515236973928	62,248529	25,677662	181,962195	8,000000	4,817081	129,312668
1515236974925	62,248484	25,677789	180,522581	8,000000	5,300390	124,478149
1515236975912	62,248438	25,677927	177,855216	8,000000	5,707930	126,572693
1515236976928	62,248400	25,678040	175,656461	8,000000	6,141389	117,690742
1515236977932	62,248374	25,678157	174,143992	8,000000	5,998226	108,254967
1515236978910	62,248355	25,678274	173,632722	6,000000	6,144264	109,458382
1515236979924	62,248331	25,678412	173,337998	6,000000	6,224408	109,119850
1515236980924	62,248311	25,678534	173,002290	6,000000	6,041198	107,733566
1515236981927	62,248293	25,678645	173,310007	6,000000	5,582640	106,025696
1515236982931	62,248282	25,678729	173,398517	4,000000	4,483322	107,028481
1515236983915	62,248274	25,678783	173,492958	4,000000	3,499184	106,836723
1515236984919	62,248270	25,678825	173,621975	4,000000	2,902845	92,687576
1515236985920	62,248269	25,678870	173,770722	6,000000	2,824389	96,233261
1515236986918	62,248268	25,678923	173,925603	4,000000	2,789613	105,002502
1515236987914	62,248259	25,678975	174,086257	4,000000	2,781069	108,702049
1515236988924	62,248250	25,679029	174,253069	4,000000	2,801939	110,086464
1515236989940	62,248244	25,679076	174,423367	4,000000	2,814401	99,025978
1515236990929	62,248237	25,679148	174,586424	4,000000	2,810681	107,459686
1515236991933	62,248228	25,679199	174,759443	4,000000	2,804887	112,452332
1515236992930	62,248218	25,679258	174,924772	4,000000	2,798701	105,411575
1515236993924	62,248212	25,679319	175,099773	4,000000	2,771111	104,703438
1515236994930	62,248206	25,679368	175,289839	4,000000	2,725764	100,925560
1515236995931	62,248203	25,679408	175,461844	4,000000	2,694022	103,046196
1515236996931	62,248199	25,679454	175,619875	4,000000	2,673319	102,726006
1515236997919	62,248190	25,679523	175,744638	4,000000	2,662904	101,646637
1515236998914	62,248183	25,679587	175,827988	4,000000	2,648326	102,583878
1515236999927	62,248179	25,679636	175,928031	4,000000	2,647099	110,805641
1515237000932	62,248170	25,679681	176,030219	4,000000	2,628372	113,260452
1515237001928	62,248162	25,679726	176,130501	4,000000	2,586629	110,001953
1515237002913	62,248156	25,679766	176,213229	4,000000	2,522263	98,148224
1515237003932	62,248153	25,679803	176,293232	4,000000	2,479091	99,767265
1515237004933	62,248148	25,679858	176,359889	4,000000	2,465898	100,295715
1515237005924	62,248143	25,679918	176,405962	4,000000	2,497851	103,351563
1515237006915	62,248136	25,679978	176,441781	6,000000	2,588228	100,708992
1515237007933	62,248129	25,680059	176,475430	6,000000	2,707711	104,053703
1515237008921	62,248118	25,680137	176,662411	6,000000	2,846504	104,079414
1515237009933	62,248107	25,680247	176,952733	6,000000	2,998401	103,705963
1515237010912	62,248096	25,680366	177,129142	6,000000	3,145654	109,978958
1515237011928	62,248082	25,680454	177,352201	6,000000	3,272542	115,311485
1515237012923	62,248064	25,680543	177,407401	6,000000	3,377890	112,034271
1515237013914	62,248048	25,680643	177,669047	6,000000	3,470630	110,220474
1515237014921	62,248034	25,680714	177,705709	6,000000	3,544374	109,251701
1515237015933	62,248023	25,680794	177,722110	6,000000	3,587935	108,872261
1515237016929	62,248016	25,680853	177,723913	6,000000	3,616367	107,955818
1515237017935	62,248005	25,680922	177,711715	6,000000	3,646370	107,192039
1515237018923	62,247991	25,681006	177,733678	6,000000	3,680696	106,828728
1515237019921	62,247982	25,681090	177,767899	6,000000	3,699210	108,149246
1515237020929	62,247973	25,681174	177,800142	6,000000	3,731351	105,811646
1515237021931	62,247960	25,681273	178,250612	6,000000	3,783269	104,333649
1515237022933	62,247950	25,681369	178,775115	6,000000	3,844298	104,458954
1515237023925	62,247938	25,681468	179,275211	6,000000	3,908103	102,471504
1515237024935	62,247931	25,681563	179,609417	6,000000	3,987665	102,294205
1515237025936	62,247922	25,681655	179,718954	6,000000	4,099446	101,051956
1515237026937	62,247916	25,681749	179,636836	6,000000	4,216944	100,752472
1515237027933	62,247912	25,681840	179,590782	6,000000	4,331150	100,822617
1515237028934	62,247906	25,681936	180,520552	6,000000	4,395158	102,604042
1515237029935	62,247901	25,682016	180,937601	6,000000	4,423028	103,718109
1515237030930	62,247888	25,682105	181,107194	6,000000	4,425551	103,019112
1515237031935	62,247880	25,682176	181,197309	6,000000	4,419587	100,842262
1515237032929	62,247881	25,682247	181,271943	6,000000	4,395409	101,572639
1515237033933	62,247878	25,682324	181,322971	6,000000	4,341480	100,754173
1515237034923	62,247874	25,682385	181,361179	4,000000	4,264758	99,616646
1515237035937	62,247874	25,682455	181,368678	4,000000	4,172651	96,040298
1515237036936	62,247875	25,682519	181,324395	4,000000	4,085968	89,283966
1515237037937	62,247876	25,682579	181,273018	4,000000	4,006273	88,193222
1515237038931	62,247877	25,682630	181,236554	6,000000	3,928638	95,702995
1515237039931	62,247873	25,682697	181,155036	6,000000	3,845533	95,061729
1515237040933	62,247873	25,682753	181,054461	6,000000	3,761250	94,431351
1515237041920	62,247877	25,682809	180,940850	6,000000	3,678620	93,892845
1515237042944	62,247875	25,682883	180,803506	6,000000	3,616699	99,078857
1515237043944	62,247872	25,682941	180,682942	6,000000	3,553227	97,861412
1515237044922	62,247873	25,682978	180,579844	6,000000	3,489157	95,972107
1515237045936	62,247874	25,683028	180,491455	6,000000	3,433534	95,177322
1515237046921	62,247873	25,683098	180,392002	6,000000	3,385440	93,392487
1515237047916	62,247873	25,683160	180,281631	6,000000	3,337114	88,367668
1515237048919	62,247877	25,683223	180,186677	6,000000	3,293623	89,307739
1515237049917	62,247881	25,683295	180,072194	6,000000	3,255881	80,664513
1515237050931	62,247887	25,683350	179,947350	6,000000	3,220081	81,538734
1515237051934	62,247896	25,683397	179,863891	6,000000	3,187746	81,791214
1515237052937	62,247898	25,683454	179,779573	6,000000	3,146285	82,164948
1515237053937	62,247904	25,683506	179,684361	6,000000	3,103143	83,021355
1515237054939	62,247907	25,683573	179,586101	6,000000	3,052248	82,485458
1515237055931	62,247910	25,683633	179,470273	6,000000	3,016724	81,742813
1515237056933	62,247914	25,683680	179,351132	6,000000	2,982561	81,362823
1515237057933	62,247918	25,683744	179,229553	6,000000	2,946201	80,675598
1515237058931	62,247926	25,683808	179,115413	6,000000	2,907372	79,640182
1515237059929	62,247932	25,683874	178,986578	6,000000	2,870751	82,414658
1515237060936	62,247932	25,683916	178,848883	6,000000	2,847802	79,498741
1515237061939	62,247937	25,683958	178,727467	6,000000	2,840454	81,186241
1515237062929	62,247943	25,684021	178,605005	6,000000	2,836687	77,279694
1515237063925	62,247949	25,684077	178,490331	6,000000	2,850770	75,379112
1515237064915	62,247957	25,684115	178,366091	6,000000	2,858383	74,574593
1515237065934	62,247969	25,684201	178,254302	6,000000	2,866311	75,510849
1515237066922	62,247978	25,684260	178,131636	6,000000	2,877050	67,174606
1515237067927	62,247987	25,684301	178,017918	6,000000	2,873556	63,657700
1515237068936	62,248004	25,684369	177,878563	6,000000	2,853682	68,331940
1515237069937	62,248016	25,684434	177,742985	6,000000	2,832161	60,528412
1515237070921	62,248036	25,684501	177,586441	6,000000	2,815464	51,720535
1515237071932	62,248058	25,684565	177,418861	6,000000	2,809273	49,324776
1515237072936	62,248078	25,684615	177,266037	6,000000	2,806760	63,133152
1515237073921	62,248092	25,684679	177,138981	6,000000	2,797408	59,892467
1515237074921	62,248110	25,684743	177,002636	6,000000	2,767329	54,253719
1515237075941	62,248131	25,684795	176,841424	6,000000	2,720902	44,461216
1515237076918	62,248145	25,684821	176,686184	6,000000	2,671583	47,576012
1515237077919	62,248161	25,684854	176,561799	6,000000	2,616767	49,138077
1515237078919	62,248176	25,684886	176,425368	6,000000	2,562094	50,799568
1515237079932	62,248183	25,684906	176,285975	6,000000	2,507130	47,902172
1515237080926	62,248198	25,684944	176,138525	6,000000	2,454926	48,818485
1515237081932	62,248214	25,684981	176,011922	6,000000	2,399171	47,850502
1515237082931	62,248220	25,684994	175,883870	6,000000	2,342651	46,019424
1515237083939	62,248230	25,685021	175,784948	6,000000	2,281535	45,129234
1515237084929	62,248242	25,685046	175,708066	6,000000	2,217199	45,653667
1515237085929	62,248255	25,685067	175,659907	6,000000	2,149614	46,567799
1515237086917	62,248263	25,685087	175,614607	6,000000	2,086392	46,251549
1515237087928	62,248275	25,685109	175,567866	6,000000	2,039683	45,998116
1515237088933	62,248286	25,685133	175,535797	6,000000	1,999260	45,771065
1515237089933	62,248298	25,685160	175,488404	6,000000	1,943918	40,044563
1515237090931	62,248312	25,685188	175,417599	6,000000	1,898243	41,881191
1515237091939	62,248327	25,685221	175,356883	6,000000	1,885327	47,623680
1515237092937	62,248342	25,685258	175,261905	6,000000	1,905580	39,262859
1515237093938	62,248360	25,685293	175,182495	6,000000	1,937053	36,480732
1515237094923	62,248381	25,685326	175,110075	6,000000	1,983793	42,839199
1515237095933	62,248403	25,685369	175,035734	6,000000	2,029379	39,872246
1515237096924	62,248419	25,685392	174,940190	6,000000	2,066705	44,383854
1515237097928	62,248438	25,685432	174,869626	6,000000	2,086835	45,657986
1515237098931	62,248460	25,685473	174,792179	6,000000	2,114070	50,570122
1515237099937	62,248480	25,685517	174,726940	6,000000	2,151274	47,248936
1515237100937	62,248498	25,685553	174,643849	6,000000	2,163440	44,420483
1515237101936	62,248510	25,685584	174,566941	6,000000	2,191195	44,753536
1515237102954	62,248523	25,685623	174,471711	6,000000	2,223761	47,955772
1515237103934	62,248544	25,685660	174,397086	6,000000	2,267415	54,277863
1515237104920	62,248569	25,685732	174,312678	6,000000	2,311046	52,374481
1515237105919	62,248586	25,685775	174,229351	6,000000	2,367411	56,027142
1515237106927	62,248607	25,685836	174,143299	6,000000	2,414126	55,784096
1515237107934	62,248622	25,685887	174,049103	6,000000	2,464090	58,084209
1515237108919	62,248634	25,685948	173,948975	6,000000	2,504732	56,262451
1515237109930	62,248649	25,685995	173,858107	6,000000	2,537400	56,207485
1515237110915	62,248668	25,686049	173,763944	6,000000	2,574221	57,312092
1515237111928	62,248687	25,686108	173,675861	6,000000	2,610526	54,452751
1515237112935	62,248704	25,686155	173,605809	6,000000	2,642029	57,355434
1515237113916	62,248722	25,686204	173,544402	6,000000	2,652327	57,477722
1515237114916	62,248735	25,686255	173,470669	6,000000	2,666346	56,126057
1515237115922	62,248750	25,686307	173,425352	6,000000	2,667062	54,260971
1515237116922	62,248767	25,686356	173,391947	6,000000	2,659213	52,811405
1515237117926	62,248782	25,686401	173,351860	6,000000	2,641318	49,978111
1515237118922	62,248797	25,686436	173,320558	6,000000	2,615803	50,203568
1515237119922	62,248811	25,686475	173,276728	6,000000	2,593203	48,142448
1515237120919	62,248826	25,686516	173,244213	6,000000	2,574031	47,700672
1515237121927	62,248843	25,686564	173,228773	6,000000	2,567413	47,416336
1515237122930	62,248862	25,686609	173,211183	6,000000	2,590990	44,050549
1515237123936	62,248891	25,686651	173,192791	6,000000	2,597834	43,362591
1515237124935	62,248906	25,686689	173,203382	6,000000	2,574553	44,395294
1515237125932	62,248919	25,686712	173,204564	6,000000	2,555276	51,056850
1515237126931	62,248939	25,686756	173,211789	6,000000	2,541806	45,932598
1515237127933	62,248963	25,686825	173,205735	6,000000	2,536105	51,808750
1515237128931	62,248979	25,686867	173,175393	6,000000	2,515157	52,169540
1515237129933	62,248998	25,686905	173,148273	6,000000	2,508436	51,087154
1515237130932	62,249011	25,686955	173,082068	6,000000	2,494587	50,643372
1515237131918	62,249024	25,686997	173,000745	6,000000	2,473337	50,715870
1515237132927	62,249035	25,687034	172,922142	6,000000	2,440373	49,882065
1515237133927	62,249042	25,687051	172,825056	6,000000	2,416314	48,473289
1515237134919	62,249053	25,687093	172,717991	6,000000	2,393787	32,249207
1515237135918	62,249069	25,687112	172,621016	6,000000	2,360198	36,726589
1515237136920	62,249081	25,687127	172,557946	6,000000	2,331221	34,313271
1515237137918	62,249097	25,687159	172,473640	6,000000	2,311163	42,693169
1515237138920	62,249113	25,687177	172,435647	6,000000	2,278829	33,458988
1515237139934	62,249134	25,687202	172,382045	6,000000	2,263572	35,841267
1515237140933	62,249153	25,687229	172,350284	6,000000	2,263062	39,483711
1515237141932	62,249176	25,687263	172,318864	6,000000	2,258702	35,915932
1515237142930	62,249192	25,687293	172,304192	6,000000	2,254196	36,550114
1515237143919	62,249212	25,687326	172,289619	6,000000	2,251040	37,061874
1515237144930	62,249233	25,687359	172,285886	6,000000	2,255252	35,324104
1515237145929	62,249254	25,687388	172,280736	6,000000	2,281055	35,863247
1515237146931	62,249271	25,687422	172,271284	6,000000	2,310734	37,051258
1515237147929	62,249298	25,687469	172,256926	6,000000	2,332247	42,234776
1515237148934	62,249315	25,687516	172,239561	6,000000	2,339856	41,130577
1515237149926	62,249331	25,687546	172,217893	6,000000	2,342957	51,543365
1515237150929	62,249344	25,687588	172,207686	6,000000	2,346710	49,515835
1515237151934	62,249359	25,687630	172,204054	6,000000	2,345653	45,766922
1515237152932	62,249375	25,687661	172,176335	6,000000	2,348193	47,630054
1515237153929	62,249389	25,687695	172,120510	6,000000	2,367874	49,980785
1515237154928	62,249408	25,687750	172,072340	6,000000	2,374108	54,928696
1515237155943	62,249422	25,687793	172,015210	6,000000	2,369827	38,769943
1515237156930	62,249439	25,687828	171,942300	6,000000	2,369528	41,193172
1515237157937	62,249461	25,687871	171,874344	6,000000	2,381474	40,739750
1515237158917	62,249480	25,687908	171,830276	6,000000	2,418392	42,991856
1515237159933	62,249496	25,687955	171,796899	6,000000	2,453233	52,766689
1515237160929	62,249509	25,687991	171,781623	6,000000	2,467145	48,853813
1515237161934	62,249527	25,688035	171,745533	6,000000	2,470446	51,911247
1515237162929	62,249548	25,688089	171,704316	6,000000	2,479092	51,700554
1515237163938	62,249570	25,688146	171,671727	6,000000	2,487751	53,571529
1515237164923	62,249585	25,688190	171,637594	6,000000	2,484404	52,939911
1515237165937	62,249602	25,688233	171,586563	6,000000	2,483111	53,782646
1515237166931	62,249617	25,688278	171,552672	6,000000	2,475168	51,421215
1515237167925	62,249633	25,688322	171,507089	6,000000	2,473459	46,938824
1515237168921	62,249654	25,688366	171,468599	6,000000	2,468867	44,663643
1515237169921	62,249669	25,688398	171,431504	6,000000	2,470396	54,813747
1515237170932	62,249688	25,688454	171,396852	6,000000	2,466619	55,163719
1515237171926	62,249705	25,688501	171,366231	6,000000	2,455629	54,044720
1515237172929	62,249715	25,688530	171,349108	6,000000	2,438433	51,574894
1515237173932	62,249731	25,688567	171,331112	6,000000	2,428976	56,585098
1515237174930	62,249742	25,688599	171,336835	6,000000	2,415862	56,645847
1515237175931	62,249754	25,688640	171,332450	6,000000	2,395764	54,724808
1515237176935	62,249768	25,688679	171,342292	6,000000	2,384507	44,528530
1515237177932	62,249788	25,688718	171,344939	6,000000	2,388181	44,605637
1515237178935	62,249807	25,688759	171,342613	6,000000	2,405217	46,352085
1515237179937	62,249820	25,688790	171,330403	6,000000	2,426785	44,299625
1515237180916	62,249835	25,688819	171,330595	6,000000	2,434102	39,709965
1515237181928	62,249860	25,688855	171,330910	6,000000	2,440624	39,047859
1515237182932	62,249874	25,688877	171,334744	6,000000	2,447202	46,191360
1515237183928	62,249888	25,688905	171,338471	6,000000	2,437467	48,363277
1515237184929	62,249906	25,688948	171,339405	6,000000	2,413512	35,128906
1515237185931	62,249922	25,688969	171,358319	6,000000	2,379110	28,871609
1515237186934	62,249939	25,688985	171,389966	6,000000	2,329440	46,711288
1515237187919	62,249955	25,689020	171,407650	6,000000	2,283937	41,020264
1515237188916	62,249976	25,689050	171,410492	6,000000	2,231731	41,136639
1515237189934	62,249995	25,689084	171,405119	6,000000	2,193190	40,008369
1515237190932	62,250014	25,689113	171,386367	6,000000	2,173517	26,356234
1515237191930	62,250035	25,689147	171,361955	6,000000	2,151246	24,432886
1515237192929	62,250057	25,689160	171,352561	6,000000	2,140618	25,085960
1515237193924	62,250077	25,689178	171,328462	6,000000	2,132984	25,431921
1515237194932	62,250100	25,689202	171,321635	6,000000	2,131858	27,271006
1515237195924	62,250118	25,689224	171,313946	6,000000	2,138621	25,443943
1515237196926	62,250136	25,689250	171,307060	6,000000	2,139820	31,071795
1515237197914	62,250148	25,689269	171,298380	6,000000	2,132333	28,176001
1515237198920	62,250164	25,689292	171,231878	6,000000	2,117468	35,090248
1515237199923	62,250180	25,689311	171,185952	6,000000	2,112262	34,587555
1515237200935	62,250201	25,689339	171,135776	6,000000	2,120433	33,055729
1515237201933	62,250216	25,689359	171,091912	6,000000	2,147487	23,106665
1515237202936	62,250243	25,689381	171,039808	8,000000	2,193345	24,483387
1515237203928	62,250278	25,689410	170,957134	8,000000	2,241951	28,741648
1515237204934	62,250297	25,689434	170,825909	8,000000	2,272324	24,782770
1515237205933	62,250325	25,689463	170,679822	8,000000	2,294005	19,002058
1515237206919	62,250354	25,689493	170,547095	8,000000	2,347717	19,339962
1515237207922	62,250385	25,689510	170,386603	8,000000	2,403771	17,983175
1515237208930	62,250402	25,689529	170,247708	8,000000	2,452539	17,198246
1515237209936	62,250428	25,689540	170,135955	8,000000	2,494074	15,429379
1515237210920	62,250466	25,689562	170,056342	8,000000	2,553991	14,592865
1515237211931	62,250505	25,689575	170,054295	8,000000	2,605800	13,650343
1515237212934	62,250539	25,689593	170,052954	8,000000	2,622833	12,840446
1515237213923	62,250564	25,689603	170,061631	8,000000	2,666427	13,450349
1515237214937	62,250599	25,689619	170,079036	8,000000	2,736009	12,165278
1515237215930	62,250644	25,689646	170,135651	8,000000	2,806225	11,542952
1515237216932	62,250690	25,689666	170,261718	8,000000	2,899103	13,518723
1515237217933	62,250739	25,689683	170,360431	8,000000	2,974374	12,130229
1515237218936	62,250792	25,689698	170,459088	8,000000	3,016495	12,206191
1515237219937	62,250836	25,689741	170,556993	8,000000	3,073202	8,426815
1515237220939	62,250872	25,689758	170,622270	8,000000	3,127051	10,152500
1515237221933	62,250897	25,689763	170,682052	8,000000	3,134833	13,974109
1515237222930	62,250934	25,689796	170,773563	8,000000	3,141248	14,073553
1515237223932	62,250958	25,689797	170,812945	8,000000	3,127717	16,180895
1515237224920	62,251000	25,689820	170,841630	8,000000	3,128536	17,009516
1515237225933	62,251035	25,689841	170,845358	8,000000	3,152400	18,341900
1515237226927	62,251065	25,689863	170,884709	8,000000	3,185959	21,340572
1515237227927	62,251105	25,689887	170,947949	8,000000	3,190595	15,512080
1515237228922	62,251143	25,689909	171,046664	8,000000	3,194068	18,497517
1515237229919	62,251173	25,689940	171,131033	8,000000	3,210355	17,973734
1515237230921	62,251206	25,689965	171,215741	8,000000	3,229321	21,761652
1515237231936	62,251235	25,689990	171,305948	8,000000	3,261495	20,564829
1515237232919	62,251282	25,690014	171,387573	8,000000	3,258986	17,152487
1515237233931	62,251334	25,690052	171,551433	8,000000	3,251339	22,261486
1515237234933	62,251374	25,690078	171,719162	8,000000	3,235348	25,242630
1515237235937	62,251412	25,690116	171,891652	8,000000	3,212007	20,369535
1515237236926	62,251432	25,690131	172,038688	8,000000	3,182713	21,531435
1515237237938	62,251477	25,690182	172,184565	8,000000	3,152296	23,706963
1515237238929	62,251520	25,690223	172,334545	8,000000	3,142635	25,686348
1515237239936	62,251556	25,690265	172,502772	8,000000	3,151932	24,232969
1515237240932	62,251586	25,690297	172,660074	8,000000	3,145800	26,301117
1515237241932	62,251623	25,690335	172,762397	8,000000	3,157617	27,285105
1515237242929	62,251645	25,690373	172,899205	8,000000	3,178256	23,618383
1515237243916	62,251666	25,690381	173,021722	8,000000	3,213185	31,928385
1515237244939	62,251688	25,690411	173,118498	8,000000	3,251256	35,995594
1515237245939	62,251719	25,690471	173,253249	8,000000	3,304772	24,625011
1515237246920	62,251754	25,690510	173,362619	6,000000	3,348223	30,785788
1515237247936	62,251781	25,690538	173,432131	6,000000	3,376842	33,944763
1515237248927	62,251815	25,690574	173,500152	6,000000	3,374181	43,450256
1515237249928	62,251829	25,690614	173,561171	6,000000	3,359912	44,619701
1515237250933	62,251853	25,690656	173,616537	6,000000	3,330745	32,751728
1515237251931	62,251882	25,690702	173,703769	6,000000	3,314474	38,731853
1515237252936	62,251907	25,690743	173,803830	6,000000	3,317850	37,059116
1515237253933	62,251935	25,690788	173,895001	6,000000	3,325707	36,921143
1515237254920	62,251962	25,690821	174,003324	6,000000	3,307632	38,551041
1515237255919	62,251981	25,690852	174,093457	6,000000	3,279583	35,598156
1515237256924	62,251999	25,690885	174,163015	6,000000	3,248592	38,996639
1515237257921	62,252026	25,690937	174,209124	6,000000	3,240075	38,370785
1515237258945	62,252053	25,690975	174,252288	6,000000	3,233250	36,318768
1515237259921	62,252084	25,691021	174,274910	6,000000	3,233353	39,462254
1515237260944	62,252118	25,691082	174,286329	6,000000	3,251533	38,314980
1515237261923	62,252149	25,691125	174,287454	6,000000	3,276632	38,453018
1515237262937	62,252177	25,691168	174,230270	6,000000	3,279590	33,118446
1515237263921	62,252197	25,691192	174,151496	6,000000	3,291153	31,680170
1515237264932	62,252233	25,691239	174,029440	6,000000	3,313715	32,830849
1515237265921	62,252269	25,691303	173,864432	6,000000	3,353181	34,478333
1515237266921	62,252306	25,691362	172,545267	6,000000	3,433578	31,424904
1515237267933	62,252355	25,691416	171,248889	6,000000	3,534942	33,186600
1515237268934	62,252392	25,691470	171,113195	6,000000	3,609100	47,203270
1515237269929	62,252412	25,691525	171,001083	6,000000	3,622065	58,690853
1515237270939	62,252428	25,691579	170,878864	6,000000	3,607459	71,990540
1515237271920	62,252438	25,691635	170,751834	6,000000	3,574222	73,954185
1515237272934	62,252444	25,691708	170,650859	6,000000	3,531630	81,862999
1515237273937	62,252446	25,691760	170,563454	6,000000	3,473041	90,817314
1515237274920	62,252448	25,691828	170,472043	6,000000	3,414126	95,393204
1515237275937	62,252441	25,691895	170,393575	6,000000	3,364437	109,967926
1515237276921	62,252432	25,691954	170,334359	6,000000	3,313774	111,511856
1515237277934	62,252422	25,692015	170,279479	6,000000	3,263731	106,885674
1515237278936	62,252413	25,692076	170,252872	6,000000	3,245372	107,032822
1515237279934	62,252403	25,692145	170,225915	6,000000	3,230359	119,999344
1515237280933	62,252384	25,692242	170,193847	6,000000	3,218978	113,406044
1515237281931	62,252373	25,692335	170,165045	6,000000	3,203450	78,140823
1515237282945	62,252375	25,692395	170,160425	6,000000	3,205234	94,362671
1515237283921	62,252372	25,692467	170,175688	6,000000	3,196384	86,735153
1515237284920	62,252382	25,692516	170,180711	6,000000	3,182146	83,573051
1515237285934	62,252382	25,692561	170,183142	6,000000	3,155973	82,288925
1515237286932	62,252389	25,692623	170,176190	6,000000	3,103665	75,268448
1515237287933	62,252393	25,692655	170,188473	6,000000	3,022221	50,617428
1515237288927	62,252402	25,692687	170,200689	6,000000	2,942728	46,710281
1515237289920	62,252429	25,692742	170,208353	6,000000	2,883490	42,614697
1515237290935	62,252466	25,692807	170,224723	6,000000	2,845978	40,192810
1515237291925	62,252488	25,692848	170,251866	6,000000	2,793840	37,378464
1515237292934	62,252505	25,692868	170,296482	6,000000	2,751178	33,019245
1515237293934	62,252532	25,692904	170,361799	8,000000	2,730416	30,234652
1515237294919	62,252563	25,692939	170,389916	8,000000	2,738228	30,419210
