TStamp Europe/Helsinki	Latitude [deg]	Longitude [deg]	Altitude [above WGS84]	Accuracy [m 68% confidence radius]	Speed [m/s]	Bearing [deg]
1515235578249	62,259718	25,691421	159,233768	32,000000	1,156999	NaN
1515235579239	62,259600	25,691234	162,377950	24,000000	1,426931	NaN
1515235581260	62,259611	25,691226	167,460067	48,000000	0,397925	NaN
1515235582272	62,259728	25,691079	182,665845	16,000000	0,117866	NaN
1515235583319	62,259753	25,691140	190,579392	32,000000	0,156853	NaN
1515235584258	62,259903	25,691472	260,069651	16,000000	0,000000	NaN
1515235585252	62,259911	25,691420	253,680638	16,000000	0,000000	NaN
1515235586920	62,259917	25,691342	244,209950	16,000000	0,000000	NaN
1515235587936	62,259911	25,691313	240,726340	12,000000	0,000000	NaN
1515235588944	62,259906	25,691268	237,015966	12,000000	0,000000	NaN
1515235589940	62,259898	25,691225	233,838754	12,000000	0,000000	NaN
1515235590927	62,259889	25,691184	231,133748	12,000000	0,000000	NaN
1515235591923	62,259880	25,691179	230,119833	12,000000	0,000000	NaN
1515235592923	62,259867	25,691175	230,260353	12,000000	0,000000	NaN
1515235593943	62,259862	25,691173	229,283122	8,000000	1,002323	NaN
1515235594943	62,259867	25,691148	228,642524	8,000000	1,827845	NaN
1515235595943	62,259894	25,691100	225,288880	8,000000	2,451380	NaN
1515235596927	62,259923	25,691057	223,105800	8,000000	2,797144	NaN
1515235597944	62,259947	25,691016	221,211892	6,000000	2,646379	NaN
1515235598926	62,259966	25,690995	218,938702	6,000000	2,447518	297,822510
1515235599939	62,259974	25,690962	216,301733	6,000000	2,709810	314,347717
1515235600943	62,259990	25,690920	214,211495	6,000000	3,290659	314,638000
1515235601943	62,260006	25,690867	213,543548	8,000000	3,678458	313,914093
1515235602934	62,260019	25,690814	209,817299	8,000000	3,436663	313,116058
1515235603933	62,260025	25,690771	205,470954	8,000000	3,216532	313,527100
1515235604934	62,260036	25,690733	201,751954	8,000000	3,064537	314,428436
1515235605952	62,260045	25,690697	198,882346	6,000000	2,848511	306,969055
1515235606931	62,260050	25,690657	196,797281	6,000000	2,529769	314,246979
1515235607950	62,260056	25,690624	195,558371	6,000000	2,243401	323,376526
1515235608938	62,260062	25,690602	194,114257	6,000000	1,912781	320,849335
1515235609952	62,260067	25,690586	192,830336	6,000000	1,661474	313,836426
1515235610951	62,260072	25,690568	192,698914	6,000000	1,615972	318,189240
1515235611951	62,260081	25,690548	193,400544	6,000000	1,651740	330,900574
1515235612947	62,260086	25,690534	193,391308	6,000000	1,415439	323,759827
1515235613935	62,260087	25,690518	193,364740	6,000000	1,225908	325,967102
1515235614960	62,260096	25,690500	193,365415	4,000000	1,138834	310,862823
1515235615953	62,260107	25,690464	193,371002	4,000000	1,114975	309,690796
1515235616953	62,260111	25,690448	193,366096	6,000000	1,122332	312,657074
1515235617953	62,260117	25,690417	193,368102	6,000000	1,138935	312,894012
1515235618962	62,260126	25,690390	193,380428	6,000000	1,164822	311,765472
1515235619959	62,260142	25,690344	193,413232	6,000000	1,221317	314,266876
1515235620948	62,260159	25,690297	193,434726	6,000000	1,289605	293,476685
1515235621948	62,260166	25,690262	193,447846	6,000000	1,358859	294,146729
1515235622947	62,260177	25,690208	193,438798	6,000000	1,435762	299,443146
1515235623954	62,260188	25,690157	193,390300	6,000000	1,526542	303,149231
1515235624943	62,260200	25,690097	193,340576	8,000000	1,626801	303,292267
1515235625949	62,260216	25,690024	193,279355	8,000000	1,705435	300,540405
1515235626945	62,260222	25,689980	193,227709	8,000000	1,796548	302,852509
1515235627941	62,260241	25,689914	193,168507	8,000000	1,934408	292,995972
1515235628946	62,260254	25,689819	192,472092	6,000000	2,160661	291,122070
1515235629930	62,260267	25,689721	191,704589	6,000000	2,442451	289,175690
1515235630947	62,260281	25,689614	190,794374	6,000000	2,752198	293,346558
1515235631944	62,260303	25,689489	189,915207	6,000000	3,147656	292,800873
1515235632955	62,260334	25,689321	189,119518	6,000000	3,610283	301,912048
1515235633935	62,260381	25,689153	188,389756	6,000000	4,064576	307,515472
1515235634933	62,260428	25,689015	187,348664	6,000000	6,223739	303,448700
1515235635939	62,260462	25,688887	186,399099	6,000000	6,569014	318,854004
1515235636933	62,260497	25,688814	185,640395	8,000000	6,381702	327,388611
1515235637945	62,260537	25,688758	185,664060	8,000000	6,071501	326,580475
1515235638933	62,260574	25,688708	185,616786	6,000000	5,716377	326,184326
1515235639944	62,260603	25,688662	185,613008	6,000000	4,871555	322,249268
1515235640944	62,260618	25,688634	185,571084	6,000000	3,668109	314,524658
1515235641952	62,260626	25,688610	185,521273	6,000000	2,780921	317,348206
1515235642946	62,260633	25,688590	185,458471	6,000000	2,186652	324,972717
1515235643947	62,260642	25,688580	185,388063	6,000000	1,779944	321,993073
1515235644945	62,260651	25,688567	185,294052	6,000000	1,734984	313,466248
1515235645943	62,260658	25,688544	185,177382	6,000000	1,554200	324,511261
1515235646950	62,260666	25,688526	185,056190	6,000000	1,248440	319,850616
1515235647949	62,260672	25,688512	184,940914	6,000000	1,162351	320,679138
1515235648943	62,260677	25,688491	184,821724	6,000000	1,620087	330,713074
1515235649953	62,260690	25,688468	184,676482	6,000000	1,986948	318,524719
1515235650953	62,260706	25,688426	184,575919	4,000000	2,093926	318,472961
1515235651955	62,260719	25,688394	184,470871	4,000000	2,051394	315,423309
1515235652938	62,260729	25,688366	184,356519	4,000000	1,984353	325,706421
1515235653953	62,260745	25,688338	184,243764	4,000000	2,110974	306,004272
1515235654954	62,260758	25,688299	184,115165	4,000000	2,123826	321,343750
1515235655937	62,260768	25,688273	183,922968	6,000000	1,991321	326,008453
1515235656953	62,260788	25,688234	183,793297	6,000000	2,236605	321,049805
1515235657952	62,260803	25,688201	183,658197	6,000000	2,205659	311,903625
1515235658944	62,260814	25,688166	183,521500	6,000000	2,263354	322,852936
1515235659953	62,260831	25,688133	183,385369	4,000000	2,435284	316,332214
1515235660934	62,260847	25,688092	183,247271	4,000000	2,481946	304,735779
1515235661948	62,260860	25,688047	183,121220	4,000000	2,280142	309,803345
1515235662954	62,260871	25,688012	183,015094	4,000000	2,204426	302,635620
1515235663950	62,260879	25,687977	182,907363	4,000000	2,020793	293,442932
1515235664938	62,260884	25,687943	182,808639	4,000000	1,983664	312,351501
1515235665946	62,260894	25,687915	182,710714	4,000000	1,810464	313,698639
1515235666936	62,260905	25,687888	182,619224	4,000000	1,698723	314,405151
1515235667950	62,260913	25,687869	182,528353	3,000000	1,660438	318,428528
1515235668939	62,260928	25,687839	182,432786	3,000000	1,654033	330,544373
1515235669951	62,260941	25,687819	182,317119	4,000000	1,644427	323,401489
1515235670945	62,260956	25,687795	182,211700	4,000000	1,644618	317,280823
1515235671933	62,260968	25,687768	182,104526	4,000000	1,643480	306,371674
1515235672950	62,260981	25,687725	182,001820	4,000000	1,654001	307,073608
1515235673951	62,260993	25,687698	181,895956	4,000000	1,668045	309,652832
1515235674950	62,261002	25,687669	181,792410	4,000000	1,660637	302,107819
1515235675949	62,261010	25,687637	181,680867	4,000000	1,645585	295,005280
1515235676953	62,261012	25,687618	181,566077	4,000000	1,611920	296,478668
1515235677952	62,261013	25,687611	181,447492	6,000000	1,579361	302,217529
1515235678946	62,261021	25,687598	181,325943	6,000000	1,573502	302,711731
1515235679948	62,261032	25,687568	181,197112	6,000000	1,563696	304,082275
1515235680950	62,261041	25,687531	181,056899	6,000000	1,545199	305,683838
1515235681942	62,261053	25,687499	180,936356	6,000000	1,498163	315,637756
1515235682952	62,261061	25,687486	180,804963	6,000000	1,453796	326,279205
1515235683951	62,261069	25,687475	180,672680	6,000000	1,417501	312,499237
1515235684952	62,261081	25,687447	180,564270	6,000000	1,389004	294,583496
1515235685954	62,261088	25,687421	180,444103	6,000000	1,363467	296,031586
1515235686931	62,261095	25,687388	180,343591	6,000000	1,347120	305,247894
1515235687953	62,261103	25,687370	180,231063	6,000000	1,339535	316,528290
1515235688950	62,261115	25,687347	180,113709	6,000000	1,346966	314,985748
1515235689945	62,261126	25,687321	180,001151	6,000000	1,344277	314,013550
1515235690951	62,261142	25,687293	179,922107	6,000000	1,339303	315,940002
1515235691952	62,261156	25,687275	179,865608	6,000000	1,336970	317,067505
1515235692945	62,261169	25,687248	179,825076	6,000000	1,339699	317,807617
1515235693947	62,261171	25,687245	179,775260	6,000000	1,351598	318,224731
1515235694931	62,261188	25,687219	179,718628	6,000000	1,371754	326,664703
1515235695948	62,261201	25,687201	179,674748	6,000000	1,380342	327,457336
1515235696930	62,261209	25,687196	179,634990	6,000000	1,371794	328,449036
1515235697931	62,261224	25,687175	179,615523	6,000000	1,363117	329,048492
1515235698919	62,261232	25,687166	179,575676	6,000000	1,349089	331,102844
1515235699933	62,261242	25,687155	179,536473	6,000000	1,342032	333,127686
1515235700930	62,261258	25,687142	179,511495	6,000000	1,351679	343,695435
1515235701917	62,261277	25,687124	179,473577	6,000000	1,378691	344,911407
1515235702936	62,261296	25,687118	179,437881	6,000000	1,402620	350,883087
1515235703925	62,261311	25,687111	179,406198	6,000000	1,442603	359,852356
1515235704930	62,261333	25,687104	179,357553	6,000000	1,485252	1,190957
1515235705934	62,261359	25,687108	179,306977	8,000000	1,517727	3,869242
1515235706935	62,261384	25,687113	179,250062	8,000000	1,559148	10,959693
1515235707937	62,261400	25,687119	179,199739	8,000000	1,606644	11,083529
1515235708934	62,261410	25,687124	179,154836	8,000000	1,656621	13,288182
1515235709933	62,261439	25,687131	179,120000	8,000000	1,710103	16,359613
1515235710933	62,261462	25,687153	179,082458	8,000000	1,740818	16,842627
1515235711933	62,261479	25,687166	179,072033	8,000000	1,736319	13,365660
1515235712933	62,261485	25,687167	179,026474	8,000000	1,712077	12,383728
1515235713917	62,261499	25,687161	178,976393	8,000000	1,671029	11,664221
1515235714934	62,261512	25,687163	178,888877	8,000000	1,619386	11,446572
1515235715929	62,261540	25,687171	178,784222	8,000000	1,567246	10,384794
1515235716935	62,261565	25,687179	178,674609	8,000000	1,542327	9,722858
1515235717929	62,261577	25,687199	178,566672	8,000000	1,569870	11,421332
1515235718919	62,261615	25,687232	178,456840	8,000000	1,677660	11,802472
1515235719932	62,261655	25,687246	178,326869	8,000000	1,820570	9,734461
1515235720931	62,261687	25,687262	176,944230	8,000000	2,010087	4,675703
1515235721933	62,261727	25,687267	175,712930	8,000000	2,232373	1,376645
1515235722947	62,261768	25,687263	174,971667	8,000000	2,465410	0,910846
1515235723920	62,261806	25,687268	174,556095	8,000000	2,693378	0,643062
1515235724934	62,261857	25,687269	174,323940	8,000000	2,902581	359,756134
1515235725925	62,261900	25,687264	174,069837	8,000000	3,088238	358,519897
1515235726920	62,261950	25,687255	174,095615	8,000000	3,269959	354,431488
1515235727930	62,262005	25,687239	174,315767	8,000000	3,440988	353,076355
1515235728934	62,262040	25,687232	174,432337	8,000000	3,572834	349,832153
1515235729913	62,262080	25,687212	174,428639	12,000000	3,650409	344,260132
1515235730926	62,262121	25,687177	174,450626	12,000000	3,683306	345,624023
1515235731934	62,262201	25,687106	174,580370	12,000000	3,704906	345,469574
1515235732931	62,262244	25,687071	174,761445	12,000000	3,716186	345,127899
1515235733926	62,262267	25,687058	174,900634	12,000000	3,702050	347,488403
1515235734933	62,262280	25,687052	175,024683	12,000000	3,646919	345,762268
1515235735928	62,262299	25,687033	175,168061	12,000000	3,566116	347,597870
1515235736933	62,262312	25,687034	175,346329	12,000000	3,460828	339,105682
1515235737929	62,262337	25,687014	175,539669	12,000000	3,337469	338,480743
1515235738930	62,262355	25,686991	175,729913	12,000000	3,213576	337,575317
1515235739934	62,262381	25,686971	175,934689	12,000000	3,101549	337,502869
1515235740925	62,262408	25,686943	176,176881	12,000000	3,023106	339,011993
1515235741933	62,262423	25,686926	176,461386	12,000000	2,937232	337,467499
1515235742933	62,262427	25,686904	176,730672	12,000000	2,836412	338,894348
1515235743938	62,262453	25,686884	177,027373	12,000000	2,743286	339,788635
1515235744927	62,262473	25,686865	177,338533	12,000000	2,648077	340,532257
1515235745932	62,262489	25,686855	177,675918	8,000000	2,532490	345,829468
1515235746932	62,262500	25,686840	177,980681	8,000000	2,436164	347,288361
1515235747933	62,262522	25,686830	178,318608	8,000000	2,366492	351,539032
1515235748931	62,262544	25,686818	178,641543	8,000000	2,327344	351,523132
1515235749928	62,262560	25,686812	178,994917	8,000000	2,301731	0,271140
1515235750933	62,262585	25,686816	179,333315	8,000000	2,300892	1,440403
1515235751931	62,262610	25,686818	179,671593	8,000000	2,307140	2,994219
1515235752938	62,262643	25,686824	180,031937	8,000000	2,332168	3,703473
1515235753916	62,262671	25,686828	180,395703	8,000000	2,367318	6,245030
1515235754924	62,262688	25,686836	180,725031	8,000000	2,413015	6,680798
1515235755930	62,262725	25,686840	181,024906	8,000000	2,497334	7,463723
1515235756929	62,262748	25,686851	181,228909	8,000000	2,601911	12,682640
1515235757934	62,262796	25,686880	181,499040	8,000000	2,705876	16,601532
1515235758929	62,262824	25,686895	181,748576	8,000000	2,755538	3,483361
1515235759921	62,262844	25,686902	181,980302	8,000000	2,783167	5,019637
1515235760914	62,262876	25,686911	182,208855	8,000000	2,802758	3,635796
1515235761916	62,262904	25,686913	182,441415	8,000000	2,823894	8,587651
1515235762922	62,262927	25,686927	182,637796	8,000000	2,823328	6,864793
1515235763921	62,262945	25,686929	182,814929	8,000000	2,806979	6,234358
1515235764933	62,262969	25,686931	182,981310	8,000000	2,774122	3,195666
1515235765933	62,262996	25,686938	183,135665	8,000000	2,736710	3,382904
1515235766942	62,263026	25,686950	183,259164	8,000000	2,707219	8,573577
1515235767940	62,263054	25,686964	183,391594	8,000000	2,686213	12,647943
1515235768918	62,263082	25,686981	183,537041	8,000000	2,659337	6,795729
1515235769919	62,263104	25,686984	183,678714	8,000000	2,621210	4,209938
1515235770923	62,263112	25,686975	183,766522	8,000000	2,598864	6,219463
1515235771922	62,263136	25,686980	183,835691	8,000000	2,570632	5,265923
1515235772922	62,263158	25,686984	183,900561	8,000000	2,544171	4,955498
1515235773942	62,263182	25,686990	183,940006	8,000000	2,520087	2,606657
1515235774926	62,263201	25,686996	183,967452	8,000000	2,521445	0,527455
1515235775923	62,263230	25,686997	183,984345	8,000000	2,551965	358,459717
1515235776926	62,263258	25,686989	183,993142	8,000000	2,577554	356,931885
1515235777926	62,263276	25,686985	183,997233	8,000000	2,591124	358,832428
1515235778924	62,263297	25,686969	183,985754	8,000000	2,598251	354,533478
1515235779916	62,263311	25,686961	183,948768	8,000000	2,592905	355,003418
1515235780935	62,263327	25,686956	183,908761	8,000000	2,576558	356,793884
1515235781939	62,263353	25,686960	183,862270	8,000000	2,570248	358,827393
1515235782928	62,263370	25,686957	183,848697	8,000000	2,538530	357,928223
1515235783914	62,263390	25,686960	183,816635	8,000000	2,496847	357,341919
1515235784928	62,263425	25,686958	183,792535	8,000000	2,471024	357,518036
1515235785926	62,263459	25,686959	183,777815	8,000000	2,459530	358,590546
1515235786926	62,263492	25,686964	183,800215	8,000000	2,459633	13,025775
1515235787926	62,263518	25,686988	183,819859	8,000000	2,452845	19,798037
1515235788931	62,263542	25,687010	183,802092	8,000000	2,455925	20,485071
1515235789925	62,263570	25,687030	183,740101	8,000000	2,463554	21,175058
1515235790928	62,263600	25,687057	183,691383	8,000000	2,477304	21,671223
1515235791927	62,263626	25,687081	183,632222	8,000000	2,494224	24,126577
1515235792919	62,263650	25,687109	183,562581	8,000000	2,483046	28,424612
1515235793919	62,263671	25,687137	183,493993	8,000000	2,472527	31,261311
1515235794929	62,263689	25,687163	183,415540	8,000000	2,464742	35,347374
1515235795927	62,263700	25,687185	183,323438	8,000000	2,436318	34,533329
1515235796928	62,263717	25,687214	183,238097	8,000000	2,392347	38,779587
1515235797930	62,263732	25,687242	183,156326	8,000000	2,355386	43,487404
1515235798927	62,263742	25,687273	183,079758	8,000000	2,326614	44,302021
1515235799925	62,263748	25,687296	183,017342	8,000000	2,290444	48,829636
1515235800928	62,263759	25,687331	182,977736	8,000000	2,263144	49,829693
1515235801927	62,263763	25,687354	182,930045	8,000000	2,254007	57,579212
1515235802926	62,263771	25,687388	182,863857	8,000000	2,248521	58,887741
1515235803930	62,263779	25,687434	182,810456	8,000000	2,244812	69,292389
1515235804920	62,263783	25,687486	182,763947	8,000000	2,224100	78,227264
1515235805923	62,263785	25,687536	182,733046	8,000000	2,191991	87,462044
1515235806927	62,263785	25,687558	182,679303	8,000000	2,165037	78,888786
1515235807934	62,263788	25,687621	182,604907	8,000000	2,150521	80,425575
1515235808932	62,263790	25,687688	182,506824	8,000000	2,147434	80,896858
1515235809925	62,263790	25,687745	182,433345	8,000000	2,160962	81,310493
1515235810931	62,263792	25,687768	182,338539	8,000000	2,173771	81,092255
1515235811930	62,263795	25,687826	182,201178	8,000000	2,181582	80,787506
1515235812936	62,263793	25,687875	182,022923	8,000000	2,203009	80,332993
1515235813919	62,263793	25,687959	181,844243	8,000000	2,240155	83,913857
1515235814929	62,263792	25,688026	181,676350	8,000000	2,266909	85,508453
1515235815929	62,263794	25,688093	181,495893	8,000000	2,290993	82,210258
1515235816925	62,263799	25,688157	181,319863	8,000000	2,299314	79,386620
1515235817929	62,263804	25,688164	181,122263	8,000000	2,314430	78,227585
1515235818944	62,263814	25,688161	180,857241	8,000000	2,336542	78,941193
1515235819914	62,263818	25,688200	180,589119	8,000000	2,347663	78,911392
1515235820934	62,263821	25,688236	180,305985	8,000000	2,346622	79,209900
1515235821929	62,263827	25,688296	180,016064	8,000000	2,313630	77,462044
1515235822932	62,263831	25,688379	179,760373	8,000000	2,263113	76,659004
1515235823929	62,263841	25,688465	179,534648	8,000000	2,182235	71,614777
1515235824927	62,263854	25,688518	179,317629	8,000000	2,102546	62,453781
1515235825917	62,263853	25,688545	179,082951	8,000000	2,030104	38,154583
1515235826914	62,263892	25,688581	178,868944	8,000000	1,969246	3,919826
1515235827919	62,263912	25,688597	178,668560	8,000000	1,907931	352,133270
1515235828929	62,263889	25,688662	178,509180	8,000000	1,849152	351,123596
1515235829930	62,263881	25,688701	178,367056	8,000000	1,801857	351,746613
1515235830927	62,263899	25,688706	178,239151	8,000000	1,742553	346,707886
1515235831934	62,263910	25,688707	178,114590	8,000000	1,694900	326,467865
1515235832929	62,263912	25,688719	177,984515	8,000000	1,661032	309,720856
1515235833931	62,263919	25,688703	177,868455	8,000000	1,642513	306,502472
1515235834928	62,263926	25,688680	177,736382	8,000000	1,646559	320,216675
1515235835930	62,263939	25,688659	177,628682	8,000000	1,674871	320,685760
1515235836929	62,263957	25,688622	177,547994	8,000000	1,705011	321,490326
1515235837913	62,263969	25,688603	177,489976	8,000000	1,746553	317,460632
1515235838923	62,263987	25,688580	177,420509	8,000000	1,802422	314,958771
1515235839912	62,264000	25,688551	177,388208	8,000000	1,842630	316,167969
1515235840931	62,264013	25,688528	177,362981	8,000000	1,865103	319,272644
1515235841930	62,264028	25,688497	177,368666	6,000000	1,876172	318,757294
1515235842927	62,264042	25,688458	177,375167	6,000000	1,895475	317,653015
1515235843921	62,264057	25,688429	177,381204	6,000000	1,927657	314,481689
1515235844924	62,264072	25,688391	177,366130	6,000000	1,973824	313,677856
1515235845927	62,264094	25,688344	177,371510	8,000000	2,033576	307,712372
1515235846924	62,264120	25,688259	177,422878	8,000000	2,121338	297,437286
1515235847928	62,264135	25,688194	177,485474	8,000000	2,248662	296,582397
1515235848914	62,264155	25,688102	177,542564	8,000000	2,401930	294,906250
1515235849928	62,264173	25,688009	177,808452	6,000000	2,578012	293,884521
1515235850914	62,264192	25,687905	177,674773	6,000000	2,765411	294,954010
1515235851929	62,264221	25,687766	177,089634	6,000000	2,995747	291,069916
1515235852931	62,264247	25,687572	176,206668	8,000000	3,317780	276,799164
1515235853930	62,264263	25,687216	175,238739	8,000000	3,834626	273,139801
1515235854928	62,264271	25,686946	173,982033	8,000000	4,482040	277,191193
1515235855930	62,264286	25,686670	171,846896	8,000000	8,366716	273,603424
1515235856927	62,264293	25,686412	169,882795	6,000000	10,509649	279,321503
1515235857923	62,264311	25,686152	168,061149	6,000000	11,835405	280,340637
1515235858932	62,264333	25,685893	166,299187	6,000000	12,246678	278,423218
1515235859912	62,264350	25,685634	164,689001	6,000000	12,594699	282,374969
1515235860936	62,264376	25,685363	163,587234	6,000000	12,680616	285,994537
1515235861912	62,264407	25,685103	162,808087	6,000000	12,581244	285,667480
1515235862919	62,264436	25,684853	162,390834	6,000000	12,434034	284,902740
1515235863917	62,264463	25,684618	162,040983	6,000000	12,044562	280,366394
1515235864930	62,264481	25,684393	161,646349	6,000000	11,673928	279,597931
1515235865930	62,264495	25,684174	161,224170	6,000000	11,196191	282,519287
1515235866930	62,264515	25,683970	160,862514	6,000000	10,682186	283,695923
1515235867931	62,264535	25,683772	160,487553	6,000000	10,340581	281,967316
1515235868929	62,264554	25,683581	160,142820	4,000000	10,088933	285,506989
1515235869933	62,264578	25,683392	160,282303	4,000000	9,735414	286,543365
1515235870929	62,264600	25,683222	160,422640	4,000000	9,040227	286,450958
1515235871927	62,264618	25,683077	160,516441	4,000000	8,433174	282,097076
1515235872927	62,264624	25,682957	160,547153	6,000000	7,386848	259,892639
1515235873916	62,264613	25,682847	160,599070	6,000000	6,177266	261,762726
1515235874915	62,264604	25,682764	160,589846	6,000000	5,024193	267,038208
1515235875914	62,264602	25,682695	160,611782	4,000000	4,011305	262,694733
1515235876933	62,264599	25,682642	160,637111	4,000000	3,726898	256,850433
1515235877915	62,264589	25,682577	160,668977	4,000000	3,515960	249,264908
1515235878932	62,264576	25,682509	160,697309	4,000000	3,526830	248,329102
1515235879919	62,264561	25,682433	160,736025	4,000000	3,801728	253,824585
1515235880925	62,264549	25,682351	161,034606	8,000000	4,455755	246,836731
1515235881915	62,264530	25,682256	161,155945	6,000000	4,984024	248,890732
1515235882929	62,264513	25,682163	160,968871	8,000000	5,127676	251,977615
1515235883930	62,264498	25,682056	160,824383	6,000000	5,322131	257,070251
1515235884932	62,264488	25,681949	160,517394	6,000000	5,109297	255,258408
1515235885911	62,264475	25,681844	160,334817	6,000000	5,215157	254,861099
1515235886910	62,264461	25,681724	160,492244	6,000000	5,357268	258,687469
1515235887923	62,264449	25,681608	160,645336	6,000000	5,594992	257,917938
1515235888928	62,264438	25,681491	160,697893	6,000000	5,390834	258,668701
1515235889929	62,264427	25,681384	160,857143	6,000000	5,229147	254,226334
1515235890930	62,264412	25,681284	161,030478	6,000000	5,171282	248,552383
1515235891923	62,264393	25,681193	161,233028	6,000000	4,755908	248,040421
1515235892922	62,264376	25,681122	161,247603	6,000000	4,024216	248,065750
1515235893923	62,264362	25,681072	161,272388	6,000000	3,537235	241,955322
1515235894934	62,264344	25,681023	161,305647	6,000000	3,038486	236,539825
1515235895916	62,264324	25,680975	161,354640	6,000000	2,954329	233,767319
1515235896929	62,264302	25,680927	161,428856	6,000000	2,734103	235,637405
1515235897927	62,264281	25,680892	161,510452	6,000000	2,460449	225,847809
1515235898926	62,264259	25,680862	161,597160	6,000000	2,322811	234,648911
1515235899928	62,264238	25,680827	161,639198	6,000000	2,459188	231,156525
1515235900924	62,264217	25,680787	161,671531	4,000000	2,857146	224,720840
1515235901923	62,264195	25,680745	161,698560	4,000000	2,930199	222,468399
1515235902936	62,264174	25,680704	161,725708	4,000000	2,969291	212,560684
1515235903926	62,264147	25,680666	161,758979	4,000000	2,986196	210,555008
1515235904920	62,264125	25,680635	161,794758	4,000000	2,987828	209,647186
1515235905919	62,264102	25,680605	161,830477	4,000000	2,973469	210,764297
1515235906918	62,264079	25,680576	161,850415	4,000000	2,962305	201,034470
1515235907926	62,264057	25,680557	161,855952	4,000000	2,945452	199,507599
1515235908919	62,264034	25,680540	161,848359	6,000000	2,899381	199,908966
1515235909920	62,264012	25,680522	161,833601	6,000000	2,854414	204,251495
1515235910927	62,263992	25,680498	161,811455	6,000000	2,805915	207,023849
1515235911926	62,263970	25,680471	161,779995	6,000000	2,758960	207,246429
1515235912930	62,263946	25,680443	161,750829	6,000000	2,707527	207,267944
1515235913920	62,263918	25,680410	161,716728	6,000000	2,660000	205,566086
1515235914930	62,263895	25,680385	161,682345	6,000000	2,623562	204,852295
1515235915931	62,263872	25,680362	161,648164	6,000000	2,595120	205,527100
1515235916927	62,263853	25,680340	161,612417	6,000000	2,537687	205,721466
1515235917925	62,263838	25,680325	161,582234	6,000000	2,472517	204,888977
1515235918932	62,263825	25,680312	161,548012	6,000000	2,396219	202,833405
1515235919930	62,263813	25,680297	161,528850	6,000000	2,328781	203,677338
1515235920924	62,263798	25,680284	161,509801	6,000000	2,264016	204,143417
1515235921926	62,263782	25,680265	161,506745	6,000000	2,195031	203,422928
1515235922932	62,263779	25,680263	161,492801	6,000000	2,136188	204,984055
1515235923925	62,263757	25,680238	161,478226	6,000000	2,078215	204,813354
1515235924930	62,263742	25,680226	161,484241	6,000000	2,014641	202,698730
1515235925932	62,263727	25,680211	161,486129	6,000000	1,949764	201,411072
1515235926927	62,263711	25,680203	161,470569	6,000000	1,867482	201,285767
1515235927928	62,263706	25,680196	161,449555	6,000000	1,805693	201,455002
1515235928916	62,263694	25,680183	161,448054	6,000000	1,769675	199,902756
1515235929930	62,263682	25,680176	161,427816	6,000000	1,735474	198,376663
1515235930930	62,263664	25,680164	161,428839	6,000000	1,698788	196,982758
1515235931931	62,263657	25,680163	161,428892	6,000000	1,660484	195,948242
1515235932946	62,263646	25,680154	161,443741	6,000000	1,629163	196,488480
1515235933918	62,263646	25,680151	161,479772	6,000000	1,608132	196,928391
1515235934919	62,263627	25,680138	161,517652	6,000000	1,597317	197,164536
1515235935932	62,263613	25,680126	161,571834	6,000000	1,602833	197,927139
1515235936929	62,263599	25,680115	161,651021	6,000000	1,630299	198,978485
1515235937923	62,263583	25,680104	161,692509	6,000000	1,651934	194,311264
1515235938930	62,263562	25,680092	161,722531	6,000000	1,648419	188,502930
1515235939915	62,263548	25,680085	161,756245	6,000000	1,633767	204,677536
1515235940918	62,263535	25,680071	161,790401	8,000000	1,633163	186,863113
1515235941928	62,263509	25,680063	161,824039	8,000000	1,644519	182,701187
1515235942937	62,263483	25,680058	161,862064	8,000000	1,678104	186,359695
1515235943927	62,263457	25,680042	161,904672	8,000000	1,690138	192,713867
1515235944922	62,263434	25,680032	161,936979	8,000000	1,714927	193,583389
1515235945924	62,263408	25,680017	161,934720	8,000000	1,734954	193,759277
1515235946917	62,263395	25,680009	161,922388	8,000000	1,737487	194,967621
1515235947917	62,263377	25,679998	161,908875	8,000000	1,753485	195,456406
1515235948919	62,263358	25,679984	161,917760	8,000000	1,780235	197,347366
1515235949926	62,263338	25,679975	161,908218	8,000000	1,806569	199,053101
1515235950922	62,263315	25,679952	161,884042	8,000000	1,812213	198,361923
1515235951925	62,263292	25,679933	161,821461	8,000000	1,835697	199,650940
1515235952925	62,263282	25,679920	161,747687	6,000000	1,855626	200,524002
1515235953929	62,263267	25,679910	161,699943	6,000000	1,868775	201,859039
1515235954933	62,263242	25,679889	161,666051	6,000000	1,852834	201,238190
1515235955925	62,263234	25,679879	161,630005	6,000000	1,841042	201,259506
1515235956931	62,263219	25,679868	161,605308	6,000000	1,863037	200,974335
1515235957929	62,263209	25,679860	161,601433	6,000000	1,886747	202,832855
1515235958919	62,263192	25,679844	161,642256	6,000000	1,887873	202,985855
1515235959921	62,263168	25,679825	161,693990	6,000000	1,894185	201,060684
1515235960929	62,263147	25,679810	161,728816	6,000000	1,901710	189,789261
1515235961928	62,263131	25,679804	161,786230	6,000000	1,896361	205,710037
1515235962940	62,263114	25,679788	161,851641	6,000000	1,870557	206,324615
1515235963911	62,263099	25,679772	161,928342	6,000000	1,841722	204,451660
1515235964934	62,263083	25,679756	161,985007	8,000000	1,828459	202,085510
1515235965930	62,263068	25,679733	162,032020	8,000000	1,810640	204,466110
