TStamp Australia/Hobart	Latitude [deg]	Longitude [deg]	Altitude [above WGS84]	Accuracy [m 68% confidence radius]	Speed [m/s]	Bearing [deg]
1503650848000	-37.845493	145.114728	77.600000	5.500000	5.419510	289.839996
1503650849000	-37.845470	145.114665	78.100000	5.500000	5.194577	290.519989
1503650850000	-37.845457	145.114610	78.300000	5.500000	4.547056	286.489990
1503650851000	-37.845452	145.114542	78.400000	5.500000	5.207960	277.769989
1503650852000	-37.845448	145.114475	78.600000	5.500000	5.207960	274.730011
1503650853000	-37.845448	145.114412	78.800000	5.500000	5.219283	271.540009
1503650854000	-37.845445	145.114330	78.700000	5.500000	5.650620	271.869995
1503650855000	-37.845438	145.114268	78.800000	5.500000	5.132295	276.790009
1503650856000	-37.845428	145.114185	78.500000	5.500000	5.879672	276.029999
1503650857000	-37.845413	145.114108	78.600000	5.500000	5.739153	267.959991
1503650858000	-37.845418	145.114043	78.800000	5.500000	5.010821	257.190002
1503650859000	-37.845437	145.113983	78.800000	5.500000	4.167191	226.580002
1503650860000	-37.845480	145.113938	78.900000	5.500000	4.771475	211.770004
1503650861000	-37.845535	145.113905	79.100000	5.400000	5.322228	201.369995
1503650862000	-37.845598	145.113890	80.300000	5.400000	5.781360	194.089996
1503650863000	-37.845657	145.113880	80.600000	5.400000	5.230093	190.550003
1503650864000	-37.845713	145.113860	80.500000	5.400000	5.410245	193.580002
1503650865000	-37.845775	145.113842	80.200000	5.400000	5.522455	193.210007
1503650866000	-37.845827	145.113828	80.100000	5.400000	5.365979	189.130005
1503650867000	-37.845878	145.113813	79.600000	5.400000	5.248622	187.050003
1503650868000	-37.845927	145.113800	78.800000	5.400000	5.249652	188.289993
1503650869000	-37.845975	145.113782	78.200000	5.400000	5.108103	190.639999
1503650870000	-37.846017	145.113772	78.200000	5.400000	4.604190	186.199997
1503650871000	-37.846052	145.113752	78.400000	5.500000	4.141455	193.630005
1503650872000	-37.846082	145.113738	78.700000	5.500000	3.759531	182.369995
1503650873000	-37.846110	145.113735	78.800000	5.600000	3.537171	175.000000
1503650874000	-37.846137	145.113740	78.900000	5.600000	3.547980	167.500000
1503650875000	-37.846172	145.113732	79.000000	5.700000	3.724015	180.009995
1503650876000	-37.846210	145.113705	79.100000	5.700000	4.045717	200.570007
1503650877000	-37.846255	145.113685	79.100000	5.800000	4.641250	199.389999
1503650878000	-37.846517	145.113643	79.000000	5.700000	8.213423	192.690002
1503650879000	-37.846578	145.113647	79.300000	5.700000	6.800510	190.889999
1503650880000	-37.846622	145.113633	79.900000	5.700000	5.979528	193.320007
1503650881000	-37.846660	145.113630	80.500000	5.600000	5.818935	190.630005
1503650882000	-37.846697	145.113615	81.000000	5.500000	5.714961	194.309998
1503650883000	-37.846727	145.113603	81.300000	5.500000	5.368553	200.160004
1503650884000	-37.846777	145.113590	82.400000	5.500000	4.862581	206.339996
1503650885000	-37.846822	145.113570	82.500000	5.500000	4.900670	196.860001
1503650886000	-37.846848	145.113557	82.100000	5.500000	5.093691	193.199997
1503650887000	-37.846873	145.113537	80.700000	5.500000	5.061779	192.669998
1503650888000	-37.846915	145.113507	79.300000	5.500000	5.499292	194.830002
1503650889000	-37.846962	145.113505	78.400000	5.400000	5.589369	193.809998
1503650890000	-37.847008	145.113500	76.400000	5.400000	5.469953	193.960007
1503650891000	-37.847052	145.113480	75.000000	5.400000	5.256343	192.929993
1503650892000	-37.847092	145.113465	74.000000	5.400000	5.048910	192.100006
1503650893000	-37.847130	145.113457	73.100000	5.400000	4.430729	189.240005
1503650894000	-37.847168	145.113452	72.200000	5.400000	4.324182	184.610001
1503650895000	-37.847205	145.113448	71.300000	5.400000	4.353520	186.899994
1503650896000	-37.847242	145.113440	70.900000	5.400000	4.099248	187.490005
1503650897000	-37.847278	145.113430	70.300000	5.400000	3.954611	189.059998
1503650898000	-37.847298	145.113420	70.500000	5.500000	3.334371	188.949997
1503650899000	-37.847328	145.113413	70.500000	5.500000	3.615409	194.139999
1503650900000	-37.847363	145.113408	69.800000	5.400000	3.947919	188.809998
1503650901000	-37.847397	145.113408	69.100000	5.400000	3.136203	182.039993
1503650902000	-37.847423	145.113432	68.400000	5.400000	2.982815	130.779999
1503650903000	-37.847440	145.113462	67.500000	5.400000	2.574126	106.680000
1503650904000	-37.847445	145.113497	66.500000	5.400000	2.769720	96.220001
1503650905000	-37.847447	145.113528	65.600000	5.400000	2.570008	87.690002
1503650906000	-37.847448	145.113560	64.800000	5.400000	2.815016	93.080002
1503650907000	-37.847453	145.113593	64.300000	5.500000	2.828913	100.110001
1503650908000	-37.847460	145.113622	64.100000	5.400000	2.693027	103.190002
1503650909000	-37.847463	145.113648	63.700000	5.500000	1.781454	109.629997
1503650910000	-37.847472	145.113670	63.500000	5.500000	2.136612	113.750000
1503650911000	-37.847482	145.113695	62.600000	5.500000	1.877707	117.000000
1503650912000	-37.847480	145.113710	62.000000	5.500000	0.000000	117.000000
1503650913000	-37.847467	145.113722	61.500000	5.500000	0.000000	117.000000
1503650914000	-37.847455	145.113728	61.300000	5.500000	0.144122	117.000000
1503650915000	-37.847442	145.113737	61.100000	5.500000	0.161108	117.000000
1503650916000	-37.847412	145.113750	60.700000	5.500000	2.020799	22.770000
1503650917000	-37.847397	145.113758	60.400000	5.500000	1.684171	39.900002
1503650918000	-37.847382	145.113763	60.400000	5.500000	1.525637	39.900002
1503650919000	-37.847377	145.113768	60.400000	5.500000	1.091211	39.900002
1503650920000	-37.847382	145.113772	60.400000	5.500000	0.000000	39.900002
1503650921000	-37.847387	145.113763	61.000000	5.500000	0.000000	39.900002
1503650922000	-37.847387	145.113763	61.500000	5.500000	0.000000	39.900002
1503650923000	-37.847387	145.113763	61.500000	5.500000	0.000000	39.900002
1503650924000	-37.847387	145.113763	61.500000	5.500000	0.000000	39.900002
1503650925000	-37.847387	145.113763	61.500000	5.500000	0.000000	39.900002
1503650926000	-37.847440	145.113792	62.300000	5.500000	1.095329	39.900002
1503650927000	-37.847468	145.113787	62.300000	5.500000	1.691377	175.750000
1503650928000	-37.847503	145.113780	62.200000	5.500000	2.374928	185.160004
1503650929000	-37.847528	145.113782	62.100000	5.500000	2.862885	180.190002
1503650930000	-37.847555	145.113780	62.400000	5.500000	2.828399	184.970001
1503650931000	-37.847582	145.113782	62.400000	5.400000	3.106863	187.000000
1503650932000	-37.847615	145.113778	62.300000	5.400000	3.722986	189.009995
1503650933000	-37.847643	145.113780	62.300000	5.500000	3.345695	185.380005
1503650934000	-37.847670	145.113775	62.200000	5.500000	2.854650	190.089996
1503650935000	-37.847700	145.113780	62.600000	5.400000	2.873179	182.660004
1503650936000	-37.847730	145.113780	62.700000	5.400000	2.897886	182.990005
1503650937000	-37.847757	145.113780	62.600000	5.400000	2.905607	184.369995
1503650938000	-37.847782	145.113778	62.600000	5.500000	2.761485	186.199997
1503650939000	-37.847808	145.113775	62.900000	5.500000	2.580302	190.490005
1503650940000	-37.847830	145.113770	63.100000	5.500000	2.183452	196.490005
1503650941000	-37.847845	145.113763	63.200000	5.500000	1.649685	200.389999
1503650942000	-37.847853	145.113775	63.500000	5.500000	1.276511	200.389999
1503650943000	-37.847875	145.113773	63.800000	5.500000	1.360926	200.389999
1503650944000	-37.847895	145.113787	64.500000	5.500000	1.470561	200.389999
1503650945000	-37.847910	145.113812	64.600000	5.500000	1.275482	200.389999
1503650946000	-37.847918	145.113822	64.800000	5.500000	0.000000	200.389999
1503650947000	-37.847912	145.113838	64.800000	5.500000	0.000000	200.389999
1503650948000	-37.847915	145.113845	64.800000	5.500000	0.000000	200.389999
1503650949000	-37.847915	145.113845	64.800000	5.500000	0.000000	200.389999
1503650950000	-37.847915	145.113845	64.800000	5.500000	0.000000	200.389999
1503650951000	-37.847915	145.113845	64.800000	5.500000	0.000000	200.389999
1503650952000	-37.847915	145.113845	64.800000	5.500000	0.000000	200.389999
1503650953000	-37.847915	145.113845	64.800000	5.500000	0.000000	200.389999
1503650954000	-37.847915	145.113845	64.800000	5.600000	0.000000	200.389999
1503650955000	-37.847915	145.113845	64.800000	5.600000	0.000000	200.389999
1503650956000	-37.847915	145.113845	64.800000	5.600000	0.000000	200.389999
1503650957000	-37.847915	145.113845	64.800000	5.600000	0.000000	200.389999
1503650958000	-37.847915	145.113845	64.800000	5.600000	0.000000	200.389999
1503650959000	-37.847915	145.113845	64.800000	5.600000	0.000000	200.389999
1503650960000	-37.847915	145.113845	64.800000	5.600000	0.000000	206.330002
1503650961000	-37.847915	145.113845	64.800000	5.600000	0.000000	206.330002
1503650962000	-37.847915	145.113845	64.800000	5.600000	0.000000	206.330002
1503650963000	-37.847972	145.113907	64.900000	5.700000	0.000000	206.330002
1503650964000	-37.848003	145.113900	64.900000	5.700000	3.293708	205.190002
1503650965000	-37.848018	145.113893	64.800000	5.700000	0.000000	205.190002
1503650966000	-37.848027	145.113890	64.700000	5.700000	2.117567	201.869995
1503650967000	-37.848015	145.113890	64.600000	5.700000	1.163272	207.550003
1503650968000	-37.847992	145.113907	64.300000	5.700000	0.000000	207.919998
1503650969000	-37.847972	145.113918	64.100000	5.700000	0.000000	207.919998
1503650970000	-37.847960	145.113930	63.800000	5.700000	0.000000	207.919998
1503650971000	-37.847960	145.113930	63.800000	5.700000	0.000000	207.919998
1503650972000	-37.847960	145.113930	63.800000	5.600000	0.000000	207.919998
1503650973000	-37.847960	145.113930	63.800000	5.700000	0.000000	207.919998
1503650974000	-37.847960	145.113930	63.800000	5.700000	0.000000	207.919998
1503650975000	-37.847960	145.113930	63.800000	5.700000	0.000000	207.919998
1503650976000	-37.847960	145.113930	63.800000	5.700000	0.000000	207.919998
1503650977000	-37.847960	145.113930	63.800000	5.700000	0.000000	207.919998
1503650978000	-37.847960	145.113930	63.800000	5.700000	0.000000	207.919998
1503650979000	-37.847960	145.113930	63.800000	5.700000	0.000000	207.919998
1503650980000	-37.847960	145.113930	63.800000	5.700000	0.000000	207.919998
1503650981000	-37.847875	145.113983	62.800000	5.700000	0.000000	207.919998
1503650982000	-37.847862	145.113987	62.700000	5.700000	0.000000	207.919998
1503650983000	-37.847848	145.113988	62.600000	5.800000	0.000000	207.919998
1503650984000	-37.847850	145.113987	62.400000	5.800000	0.000000	207.919998
1503650985000	-37.847860	145.113990	62.300000	5.900000	0.000000	207.919998
1503650986000	-37.847858	145.113988	62.200000	5.900000	0.000000	207.919998
1503650987000	-37.847882	145.114002	62.100000	5.900000	0.000000	207.919998
1503650988000	-37.847882	145.114002	62.100000	5.900000	0.000000	207.919998
1503650989000	-37.847882	145.114002	62.100000	5.900000	0.000000	207.919998
1503650990000	-37.847882	145.114002	62.100000	5.900000	0.000000	207.919998
1503650991000	-37.847882	145.114002	62.100000	5.800000	0.000000	207.919998
1503650992000	-37.847882	145.114002	62.100000	5.800000	0.000000	207.919998
1503650993000	-37.847882	145.114002	62.100000	5.800000	0.000000	207.919998
1503650994000	-37.847882	145.114002	62.100000	5.800000	0.000000	207.919998
1503650995000	-37.847882	145.114002	62.100000	5.800000	0.000000	207.919998
1503650996000	-37.847977	145.113987	62.900000	5.800000	0.000000	207.919998
1503650997000	-37.847965	145.113997	63.200000	5.700000	0.000000	207.919998
1503650998000	-37.847963	145.114003	63.400000	5.700000	0.000000	207.919998
1503650999000	-37.847950	145.113998	63.700000	5.700000	0.000000	207.919998
1503651000000	-37.847950	145.113998	63.700000	5.700000	0.000000	207.919998
1503651001000	-37.847950	145.113998	63.700000	5.700000	0.000000	207.919998
1503651002000	-37.847950	145.113998	63.700000	5.700000	0.000000	207.919998
1503651003000	-37.847950	145.113998	63.700000	5.700000	0.000000	207.919998
1503651004000	-37.847950	145.113998	63.700000	5.600000	0.000000	207.919998
1503651005000	-37.847950	145.113998	63.700000	5.600000	0.000000	318.540009
1503651006000	-37.847950	145.113998	63.700000	5.600000	0.000000	318.540009
1503651007000	-37.847905	145.113888	65.500000	5.600000	0.737082	338.209991
1503651008000	-37.847898	145.113888	65.600000	5.600000	0.000000	338.209991
1503651009000	-37.847902	145.113883	65.900000	5.600000	0.000000	338.209991
1503651010000	-37.847903	145.113877	66.000000	5.600000	0.000000	338.209991
1503651011000	-37.847903	145.113877	66.000000	5.600000	0.000000	338.209991
1503651012000	-37.847903	145.113877	66.000000	5.600000	0.000000	338.209991
1503651013000	-37.847903	145.113877	66.000000	5.600000	0.000000	338.209991
1503651014000	-37.847903	145.113877	66.000000	5.600000	0.000000	338.209991
1503651015000	-37.847903	145.113877	66.000000	5.600000	0.000000	338.209991
1503651016000	-37.847903	145.113877	66.000000	5.600000	0.000000	338.209991
1503651017000	-37.847903	145.113877	66.000000	5.600000	0.000000	338.209991
1503651018000	-37.847892	145.113747	69.500000	5.700000	0.000000	338.209991
1503651019000	-37.847888	145.113728	69.800000	5.700000	0.000000	338.209991
1503651020000	-37.847890	145.113707	70.100000	5.700000	0.000000	338.209991
1503651021000	-37.847893	145.113688	70.400000	5.700000	0.000000	338.209991
1503651022000	-37.847883	145.113675	70.700000	5.800000	0.000000	338.209991
1503651023000	-37.847868	145.113672	70.900000	5.800000	0.000000	338.209991
1503651024000	-37.847835	145.113647	71.000000	5.800000	0.000000	338.209991
1503651025000	-37.847825	145.113632	71.100000	5.900000	0.000000	338.209991
1503651026000	-37.847833	145.113622	71.300000	5.900000	0.000000	338.209991
1503651027000	-37.847828	145.113620	71.200000	5.900000	0.000000	338.209991
1503651028000	-37.847822	145.113602	71.300000	5.900000	0.000000	282.880005
1503651029000	-37.847837	145.113585	71.300000	5.900000	1.322836	254.100006
1503651030000	-37.847842	145.113573	71.600000	6.000000	1.209082	262.640015
1503651031000	-37.847835	145.113568	71.700000	6.000000	1.114888	262.940002
1503651032000	-37.847825	145.113565	71.900000	6.000000	0.000000	262.940002
1503651033000	-37.847817	145.113562	72.100000	5.100000	0.000000	262.940002
1503651034000	-37.847822	145.113547	72.300000	5.300000	0.000000	262.940002
1503651035000	-37.847822	145.113547	72.300000	5.400000	0.000000	262.940002
1503651036000	-37.847822	145.113547	72.300000	5.600000	0.000000	262.940002
1503651037000	-37.847865	145.113458	72.100000	5.300000	1.297615	253.529999
1503651038000	-37.847867	145.113490	71.800000	5.100000	0.000000	253.529999
1503651039000	-37.847875	145.113467	71.500000	5.200000	0.000000	253.529999
1503651040000	-37.847883	145.113452	71.500000	5.200000	0.000000	253.529999
1503651041000	-37.847883	145.113452	71.500000	5.200000	0.000000	253.529999
1503651042000	-37.847883	145.113452	71.500000	5.200000	0.000000	253.529999
1503651043000	-37.847883	145.113452	71.500000	5.200000	0.000000	253.529999
1503651044000	-37.847883	145.113452	71.500000	5.300000	0.000000	253.529999
1503651045000	-37.847883	145.113452	71.500000	5.300000	0.000000	253.529999
1503651046000	-37.847883	145.113452	71.500000	5.400000	0.000000	253.529999
1503651047000	-37.847883	145.113452	71.500000	5.400000	0.000000	253.529999
1503651048000	-37.847883	145.113452	71.500000	5.500000	0.000000	253.529999
1503651049000	-37.847883	145.113452	71.500000	5.500000	0.000000	253.529999
1503651050000	-37.847883	145.113452	71.500000	5.600000	0.000000	253.529999
1503651051000	-37.847872	145.113335	72.800000	5.700000	0.000000	253.529999
1503651052000	-37.847868	145.113327	73.000000	5.800000	0.000000	253.529999
1503651053000	-37.847868	145.113315	73.100000	5.900000	0.000000	253.529999
1503651054000	-37.847867	145.113307	73.200000	6.000000	0.000000	253.529999
1503651055000	-37.847867	145.113303	73.400000	6.200000	0.000000	253.529999
1503651056000	-37.847867	145.113298	73.500000	6.300000	0.000000	253.529999
1503651057000	-37.847865	145.113293	73.600000	6.400000	0.000000	253.529999
1503651058000	-37.847867	145.113268	73.700000	6.200000	0.000000	253.529999
